"","ID","Chrom","Start","Stop","Strand","Name"
"ENSMUSG00000102918","ENSMUSG00000102918","chr18",37806364,37841873,"+","Pcdhgc3"
"ENSMUSG00000023036","ENSMUSG00000023036","chr18",37815079,37841873,"+","Pcdhgc4"
"ENSMUSG00000102543","ENSMUSG00000102543","chr18",37819513,37841873,"+","Pcdhgc5"
"ENSMUSG00000024456","ENSMUSG00000024456","chr18",37843601,37935476,"-","Diaph1"
"ENSMUSG00000024454","ENSMUSG00000024454","chr18",37935844,37955016,"-","Hdac3"
"ENSMUSG00000038524","ENSMUSG00000038524","chr18",37957431,37969774,"-","Fchsd1"
"ENSMUSG00000024451","ENSMUSG00000024451","chr18",37972628,37998969,"-","Arap3"
"ENSMUSG00000051375","ENSMUSG00000051375","chr18",38185914,38212053,"-","Pcdh1"
"ENSMUSG00000097080","ENSMUSG00000097080","chr18",38238405,38250565,"-","1700086O06Rik"
"ENSMUSG00000024442","ENSMUSG00000024442","chr18",38250255,38265461,"+","Dele1"
"ENSMUSG00000060450","ENSMUSG00000060450","chr18",38284537,38317849,"+","Rnf14"
"ENSMUSG00000052102","ENSMUSG00000052102","chr18",38327535,38339003,"-","Gnpda1"
"ENSMUSG00000118140","ENSMUSG00000118140","chr18",38359441,38360538,"-","Gm4949"
"ENSMUSG00000024425","ENSMUSG00000024425","chr18",38410396,38465303,"+","Ndfip1"
"ENSMUSG00000024427","ENSMUSG00000024427","chr18",38586247,38601415,"-","Spry4"
"ENSMUSG00000099111","ENSMUSG00000099111","chr18",38594158,38594228,"+","Gm27369"
"ENSMUSG00000118257","ENSMUSG00000118257","chr18",38601534,38789045,"+","9630014M24Rik"
"ENSMUSG00000036585","ENSMUSG00000036585","chr18",38838673,38929472,"-","Fgf1"
"ENSMUSG00000117994","ENSMUSG00000117994","chr18",38892458,38971276,"+","Gm5820"
"ENSMUSG00000036452","ENSMUSG00000036452","chr18",38993145,39376284,"+","Arhgap26"
"ENSMUSG00000024431","ENSMUSG00000024431","chr18",39410545,39519421,"-","Nr3c1"
"ENSMUSG00000024487","ENSMUSG00000024487","chr18",40203896,40219429,"-","Yipf5"
"ENSMUSG00000051401","ENSMUSG00000051401","chr18",40256962,40531630,"+","Kctd16"
"ENSMUSG00000056671","ENSMUSG00000056671","chr18",41875600,41951242,"-","Prelid2"
"ENSMUSG00000057719","ENSMUSG00000057719","chr18",42053667,42158960,"+","Sh3rf2"
"ENSMUSG00000024493","ENSMUSG00000024493","chr18",42202298,42262194,"-","Lars"
"ENSMUSG00000096699","ENSMUSG00000096699","chr18",42252398,42252835,"+","Rps19-ps4"
"ENSMUSG00000117662","ENSMUSG00000117662","chr18",42274382,42275197,"-","Gm4013"
"ENSMUSG00000024491","ENSMUSG00000024491","chr18",42275353,42341542,"+","Rbm27"
"ENSMUSG00000024497","ENSMUSG00000024497","chr18",42394539,42397249,"+","Pou4f3"
"ENSMUSG00000024498","ENSMUSG00000024498","chr18",42511487,42575793,"+","Tcerg1"
"ENSMUSG00000099024","ENSMUSG00000099024","chr18",42574209,42574364,"+","Gm27457"
"ENSMUSG00000042816","ENSMUSG00000042816","chr18",42577881,42579652,"-","Gpr151"
"ENSMUSG00000039954","ENSMUSG00000039954","chr18",43207583,43318682,"+","Stk32a"
"ENSMUSG00000024501","ENSMUSG00000024501","chr18",43320984,43438286,"-","Dpysl3"
"ENSMUSG00000097891","ENSMUSG00000097891","chr18",43472816,43475169,"+","Gm3650"
"ENSMUSG00000043424","ENSMUSG00000043424","chr18",43475418,43477796,"-","Eif3j2"
"ENSMUSG00000024502","ENSMUSG00000024502","chr18",43531407,43687773,"-","Jakmip2"
"ENSMUSG00000024471","ENSMUSG00000024471","chr18",44334074,44355724,"+","Myot"
"ENSMUSG00000024472","ENSMUSG00000024472","chr18",44380502,44424969,"+","Dcp2"
"ENSMUSG00000071856","ENSMUSG00000071856","chr18",44425060,44812182,"-","Mcc"
"ENSMUSG00000097610","ENSMUSG00000097610","chr18",44661665,44676271,"+","A930012L18Rik"
"ENSMUSG00000034653","ENSMUSG00000034653","chr18",44827746,44889724,"+","Ythdc2"
"ENSMUSG00000054477","ENSMUSG00000054477","chr18",45268860,45686024,"+","Kcnn2"
"ENSMUSG00000033949","ENSMUSG00000033949","chr18",46165300,46212607,"-","Trim36"
"ENSMUSG00000024477","ENSMUSG00000024477","chr18",46235351,46280993,"-","Pggt1b"
"ENSMUSG00000071855","ENSMUSG00000071855","chr18",46282151,46311928,"-","Ccdc112"
"ENSMUSG00000118282","ENSMUSG00000118282","chr18",46355158,46356967,"-","Gm4840"
"ENSMUSG00000118116","ENSMUSG00000118116","chr18",46497085,46497875,"+","Gm3720"
"ENSMUSG00000033319","ENSMUSG00000033319","chr18",46501746,46525971,"-","Fem1c"
"ENSMUSG00000056130","ENSMUSG00000056130","chr18",46557291,46574533,"-","Ticam2"
"ENSMUSG00000033184","ENSMUSG00000033184","chr18",46560235,46597535,"-","Tmed7"
"ENSMUSG00000057561","ENSMUSG00000057561","chr18",46597701,46616456,"+","Eif1a"
"ENSMUSG00000033022","ENSMUSG00000033022","chr18",46713193,46728395,"-","Cdo1"
"ENSMUSG00000032905","ENSMUSG00000032905","chr18",46730144,46741580,"-","Atg12"
"ENSMUSG00000024480","ENSMUSG00000024480","chr18",46741876,46790826,"+","Ap3s1"
"ENSMUSG00000117429","ENSMUSG00000117429","chr18",46758557,46761977,"+","A430019L02Rik"
"ENSMUSG00000024481","ENSMUSG00000024481","chr18",46850038,46907242,"+","Lvrn"
"ENSMUSG00000073568","ENSMUSG00000073568","chr18",46921815,46934232,"+","Arl14epl"
"ENSMUSG00000117411","ENSMUSG00000117411","chr18",46941807,46942176,"-","Gm3744"
"ENSMUSG00000042705","ENSMUSG00000042705","chr18",46958816,47234284,"+","Commd10"
"ENSMUSG00000117621","ENSMUSG00000117621","chr18",47112139,47112653,"+","Hspe1-rs1"
"ENSMUSG00000019647","ENSMUSG00000019647","chr18",47235598,47368870,"-","Sema6a"
"ENSMUSG00000117515","ENSMUSG00000117515","chr18",47414465,47415361,"-","Gm6883"
"ENSMUSG00000118180","ENSMUSG00000118180","chr18",47477504,47494411,"+","Gm50223"
"ENSMUSG00000059040","ENSMUSG00000059040","chr18",48045335,48048412,"+","Eno1b"
"ENSMUSG00000024505","ENSMUSG00000024505","chr18",49696145,49755601,"-","Dtwd2"
"ENSMUSG00000087020","ENSMUSG00000087020","chr18",49755794,49757189,"+","Gm16283"
"ENSMUSG00000037416","ENSMUSG00000037416","chr18",49832670,49965473,"+","Dmxl1"
"ENSMUSG00000062210","ENSMUSG00000062210","chr18",49979427,50107173,"+","Tnfaip8"
"ENSMUSG00000024507","ENSMUSG00000024507","chr18",50128201,50196269,"+","Hsd17b4"
"ENSMUSG00000085939","ENSMUSG00000085939","chr18",50134726,50135600,"+","Cd63-ps"
"ENSMUSG00000048875","ENSMUSG00000048875","chr18",50563877,50601419,"-","Pudp"
"ENSMUSG00000069379","ENSMUSG00000069379","chr18",51865267,51865881,"-","Gm4950"
"ENSMUSG00000024528","ENSMUSG00000024528","chr18",52465693,52491931,"+","Srfbp1"
"ENSMUSG00000098000","ENSMUSG00000098000","chr18",52472848,52473739,"-","Gm27026"
"ENSMUSG00000024534","ENSMUSG00000024534","chr18",52767709,52915935,"+","Sncaip"
"ENSMUSG00000034484","ENSMUSG00000034484","chr18",53176316,53220865,"+","Snx2"
"ENSMUSG00000024535","ENSMUSG00000024535","chr18",53245662,53390920,"+","Snx24"
"ENSMUSG00000024538","ENSMUSG00000024538","chr18",53406332,53418115,"-","Ppic"
"ENSMUSG00000069378","ENSMUSG00000069378","chr18",53463583,53575907,"+","Prdm6"
"ENSMUSG00000048799","ENSMUSG00000048799","chr18",53681723,53744608,"-","Cep120"
"ENSMUSG00000073563","ENSMUSG00000073563","chr18",53862122,53955548,"+","Csnk1g3"
"ENSMUSG00000052713","ENSMUSG00000052713","chr18",54888048,54992555,"-","Zfp608"
"ENSMUSG00000092702","ENSMUSG00000092702","chr18",55622636,55622920,"-","Gm24514"
"ENSMUSG00000001700","ENSMUSG00000001700","chr18",56400337,56503792,"+","Gramd3"
"ENSMUSG00000053644","ENSMUSG00000053644","chr18",56509687,56572951,"-","Aldh7a1"
"ENSMUSG00000008301","ENSMUSG00000008301","chr18",56562443,56587712,"+","Phax"
"ENSMUSG00000024590","ENSMUSG00000024590","chr18",56707813,56753424,"+","Lmnb1"
"ENSMUSG00000032656","ENSMUSG00000032656","chr18",56761716,56925548,"-","Marchf3"
"ENSMUSG00000024592","ENSMUSG00000024592","chr18",56955833,56975368,"-","C330018D20Rik"
"ENSMUSG00000118177","ENSMUSG00000118177","chr18",57119713,57119886,"-","Gm19486"
"ENSMUSG00000024594","ENSMUSG00000024594","chr18",57354741,57392956,"+","Prrc1"
"ENSMUSG00000069372","ENSMUSG00000069372","chr18",57468516,57478133,"+","Ctxn3"
"ENSMUSG00000024597","ENSMUSG00000024597","chr18",57878678,57946821,"+","Slc12a2"
"ENSMUSG00000024598","ENSMUSG00000024598","chr18",58008623,58210487,"-","Fbn2"
"ENSMUSG00000024601","ENSMUSG00000024601","chr18",58659466,58680368,"+","Isoc1"
"ENSMUSG00000053441","ENSMUSG00000053441","chr18",58836667,59054060,"+","Adamts19"
"ENSMUSG00000058152","ENSMUSG00000058152","chr18",59175401,59535999,"+","Chsy3"
"ENSMUSG00000038059","ENSMUSG00000038059","chr18",60474191,60501987,"-","Smim3"
"ENSMUSG00000024603","ENSMUSG00000024603","chr18",60526185,60558766,"+","Dctn4"
"ENSMUSG00000024604","ENSMUSG00000024604","chr18",60560736,60572810,"+","Rbm22"
"ENSMUSG00000054008","ENSMUSG00000054008","chr18",60684494,60748650,"-","Ndst1"
"ENSMUSG00000024608","ENSMUSG00000024608","chr18",60747098,60778546,"+","Rps14"
"ENSMUSG00000024610","ENSMUSG00000024610","chr18",60803848,60812652,"+","Cd74"
"ENSMUSG00000024613","ENSMUSG00000024613","chr18",60813755,60848971,"-","Tcof1"
"ENSMUSG00000036412","ENSMUSG00000036412","chr18",60911780,60918561,"+","Arsi"
"ENSMUSG00000024617","ENSMUSG00000024617","chr18",60925618,60988152,"+","Camk2a"
"ENSMUSG00000052026","ENSMUSG00000052026","chr18",60995380,61014222,"-","Slc6a7"
"ENSMUSG00000024619","ENSMUSG00000024619","chr18",61018862,61036199,"-","Cdx1"
"ENSMUSG00000024620","ENSMUSG00000024620","chr18",61045150,61085061,"+","Pdgfrb"
"ENSMUSG00000024622","ENSMUSG00000024622","chr18",61131277,61177050,"-","Hmgxb3"
"ENSMUSG00000034320","ENSMUSG00000034320","chr18",61192919,61211612,"-","Slc26a2"
"ENSMUSG00000024575","ENSMUSG00000024575","chr18",61220315,61289924,"+","Pde6a"
"ENSMUSG00000033871","ENSMUSG00000033871","chr18",61298136,61400431,"-","Ppargc1b"
"ENSMUSG00000045094","ENSMUSG00000045094","chr18",61491657,61536594,"-","Arhgef37"
"ENSMUSG00000024576","ENSMUSG00000024576","chr18",61555274,61590061,"+","Csnk1a1"
"ENSMUSG00000098098","ENSMUSG00000098098","chr18",61639542,61647472,"+","Bvht"
"ENSMUSG00000024579","ENSMUSG00000024579","chr18",61696837,61707635,"-","Pcyox1l"
"ENSMUSG00000024580","ENSMUSG00000024580","chr18",61712424,61726325,"-","Grpel2"
"ENSMUSG00000098702","ENSMUSG00000098702","chr18",61726390,61735917,"+","1500015A07Rik"
"ENSMUSG00000033032","ENSMUSG00000033032","chr18",61730261,61786702,"-","Afap1l1"
"ENSMUSG00000045629","ENSMUSG00000045629","chr18",61953075,62024402,"+","Sh3tc2"
"ENSMUSG00000045730","ENSMUSG00000045730","chr18",62177816,62179959,"-","Adrb2"
"ENSMUSG00000054589","ENSMUSG00000054589","chr18",62180126,62184405,"+","Gm9949"
"ENSMUSG00000042211","ENSMUSG00000042211","chr18",62504155,62548695,"-","Fbxo38"
"ENSMUSG00000044176","ENSMUSG00000044176","chr18",62548911,62668070,"+","Spink10"
"ENSMUSG00000041789","ENSMUSG00000041789","chr18",62751674,62756347,"-","2700046A07Rik"
"ENSMUSG00000071847","ENSMUSG00000071847","chr18",62922231,62961179,"+","Apcdd1"
"ENSMUSG00000024581","ENSMUSG00000024581","chr18",62977831,62999450,"+","Napg"
"ENSMUSG00000041482","ENSMUSG00000041482","chr18",63010213,63387183,"-","Piezo2"
"ENSMUSG00000117875","ENSMUSG00000117875","chr18",63543751,63545135,"-","Gm6789"
"ENSMUSG00000024583","ENSMUSG00000024583","chr18",63661094,63708801,"-","Txnl1"
"ENSMUSG00000040560","ENSMUSG00000040560","chr18",63708685,63989776,"+","Wdr7"
"ENSMUSG00000056812","ENSMUSG00000056812","chr18",64254359,64279611,"+","St8sia3"
"ENSMUSG00000118264","ENSMUSG00000118264","chr18",64288135,64291820,"+","Rps15-ps3"
"ENSMUSG00000045991","ENSMUSG00000045991","chr18",64340020,64400987,"+","Onecut2"
"ENSMUSG00000060096","ENSMUSG00000060096","chr18",64448685,64449689,"-","Amd-ps3"
"ENSMUSG00000024588","ENSMUSG00000024588","chr18",64452914,64490251,"-","Fech"
"ENSMUSG00000024587","ENSMUSG00000024587","chr18",64499647,64516652,"-","Nars"
"ENSMUSG00000039529","ENSMUSG00000039529","chr18",64528967,64661267,"-","Atp8b1"
"ENSMUSG00000114210","ENSMUSG00000114210","chr18",64884475,64888491,"-","A330084C13Rik"
"ENSMUSG00000024589","ENSMUSG00000024589","chr18",64887705,65217828,"+","Nedd4l"
"ENSMUSG00000093283","ENSMUSG00000093283","chr18",65427469,65427810,"+","Gm22567"
"ENSMUSG00000032688","ENSMUSG00000032688","chr18",65430938,65479067,"+","Malt1"
"ENSMUSG00000117992","ENSMUSG00000117992","chr18",65578352,65580744,"-","Gm41760"
"ENSMUSG00000042439","ENSMUSG00000042439","chr18",65579912,65689443,"+","Zfp532"
"ENSMUSG00000103194","ENSMUSG00000103194","chr18",65603834,65605093,"+","Gm37643"
"ENSMUSG00000118234","ENSMUSG00000118234","chr18",65619660,65624926,"-","Gm50115"
"ENSMUSG00000117775","ENSMUSG00000117775","chr18",65634793,65637470,"+","Gm50462"
"ENSMUSG00000046610","ENSMUSG00000046610","chr18",65698268,65751601,"+","Oacyl"
"ENSMUSG00000024516","ENSMUSG00000024516","chr18",65800515,65817684,"+","Sec11c"
"ENSMUSG00000118170","ENSMUSG00000118170","chr18",65863333,65894755,"-","Gm30094"
"ENSMUSG00000024517","ENSMUSG00000024517","chr18",65872820,65886596,"+","Grp"
"ENSMUSG00000041891","ENSMUSG00000041891","chr18",65980738,66022580,"-","Lman1"
"ENSMUSG00000046318","ENSMUSG00000046318","chr18",66045302,66302741,"-","Ccbe1"
"ENSMUSG00000024521","ENSMUSG00000024521","chr18",66458533,66465565,"+","Pmaip1"
"ENSMUSG00000118216","ENSMUSG00000118216","chr18",66923471,66950023,"-","Gm19784"
"ENSMUSG00000024524","ENSMUSG00000024524","chr18",67088216,67226792,"+","Gnal"
"ENSMUSG00000109901","ENSMUSG00000109901","chr18",67205366,67207889,"+","Chmp1b"
"ENSMUSG00000062526","ENSMUSG00000062526","chr18",67225043,67245830,"-","Mppe1"
"ENSMUSG00000024525","ENSMUSG00000024525","chr18",67289186,67322472,"+","Impa2"
"ENSMUSG00000046415","ENSMUSG00000046415","chr18",67321209,67344103,"-","B430212C06Rik"
"ENSMUSG00000024526","ENSMUSG00000024526","chr18",67343604,67367785,"+","Cidea"
"ENSMUSG00000001473","ENSMUSG00000001473","chr18",67390717,67402749,"+","Tubb6"
"ENSMUSG00000024527","ENSMUSG00000024527","chr18",67404764,67449172,"-","Afg3l2"
"ENSMUSG00000024530","ENSMUSG00000024530","chr18",67464866,67479835,"+","Prelid3a"
"ENSMUSG00000024533","ENSMUSG00000024533","chr18",67488209,67610790,"-","Spire1"
"ENSMUSG00000073542","ENSMUSG00000073542","chr18",67617800,67641336,"-","Cep76"
"ENSMUSG00000024537","ENSMUSG00000024537","chr18",67641599,67654162,"+","Psmg2"
"ENSMUSG00000024539","ENSMUSG00000024539","chr18",67665511,67724595,"-","Ptpn2"
"ENSMUSG00000118134","ENSMUSG00000118134","chr18",67768299,67799971,"-","4930549G23Rik"
"ENSMUSG00000097835","ENSMUSG00000097835","chr18",67773712,67774857,"-","Gm26910"
"ENSMUSG00000079614","ENSMUSG00000079614","chr18",67774876,67795487,"+","Seh1l"
"ENSMUSG00000024542","ENSMUSG00000024542","chr18",67800107,67885170,"+","Cep192"
"ENSMUSG00000024544","ENSMUSG00000024544","chr18",67933257,68268630,"+","Ldlrad4"
"ENSMUSG00000038121","ENSMUSG00000038121","chr18",68260187,68300333,"-","Fam210a"
"ENSMUSG00000009535","ENSMUSG00000009535","chr18",68300355,68324852,"+","Rnmt"
"ENSMUSG00000007480","ENSMUSG00000007480","chr18",68337596,68342446,"+","Mc5r"
"ENSMUSG00000053477","ENSMUSG00000053477","chr18",69343356,69689079,"+","Tcf4"
"ENSMUSG00000038903","ENSMUSG00000038903","chr18",69925426,69969484,"+","Ccdc68"
"ENSMUSG00000044906","ENSMUSG00000044906","chr18",70452212,70472509,"-","4930503L19Rik"
"ENSMUSG00000079608","ENSMUSG00000079608","chr18",70472454,70501066,"+","Stard6"
"ENSMUSG00000038425","ENSMUSG00000038425","chr18",70508680,70530620,"-","Poli"
"ENSMUSG00000024513","ENSMUSG00000024513","chr18",70568189,70626131,"+","Mbd2"
"ENSMUSG00000060534","ENSMUSG00000060534","chr18",71253634,72351069,"-","Dcc"
"ENSMUSG00000065922","ENSMUSG00000065922","chr18",73533403,73533550,"-","n-R5-8s1"
"ENSMUSG00000037253","ENSMUSG00000037253","chr18",73573044,73592575,"+","Mex3c"
"ENSMUSG00000024515","ENSMUSG00000024515","chr18",73639009,73703780,"-","Smad4"
"ENSMUSG00000036941","ENSMUSG00000036941","chr18",73735038,73754479,"-","Elac1"
"ENSMUSG00000024556","ENSMUSG00000024556","chr18",73769903,73815449,"-","Me2"
"ENSMUSG00000024558","ENSMUSG00000024558","chr18",73928486,74065359,"-","Mapk4"
"ENSMUSG00000090263","ENSMUSG00000090263","chr18",74017907,74020088,"+","D730045A05Rik"
"ENSMUSG00000036223","ENSMUSG00000036223","chr18",74195299,74207818,"-","Ska1"
"ENSMUSG00000024560","ENSMUSG00000024560","chr18",74216124,74221496,"+","Cxxc1"
"ENSMUSG00000024561","ENSMUSG00000024561","chr18",74267605,74282732,"+","Mbd1"
"ENSMUSG00000035394","ENSMUSG00000035394","chr18",74283090,74359986,"+","Cfap53"
"ENSMUSG00000117898","ENSMUSG00000117898","chr18",74400608,74401047,"+","Gm8986"
"ENSMUSG00000025885","ENSMUSG00000025885","chr18",74440936,74771493,"+","Myo5b"
"ENSMUSG00000088689","ENSMUSG00000088689","chr18",74778391,74778469,"-","Scarna17"
"ENSMUSG00000089235","ENSMUSG00000089235","chr18",74778561,74778700,"-","Gm23119"
"ENSMUSG00000036880","ENSMUSG00000036880","chr18",74779197,74806208,"+","Acaa2"
"ENSMUSG00000053846","ENSMUSG00000053846","chr18",74939322,74961263,"-","Lipg"
"ENSMUSG00000118384","ENSMUSG00000118384","chr18",74972764,74981547,"-","9030625G05Rik"
"ENSMUSG00000062328","ENSMUSG00000062328","chr18",74998558,75003381,"+","Rpl17"
"ENSMUSG00000064871","ENSMUSG00000064871","chr18",75001058,75001123,"+","Snord58b"
"ENSMUSG00000064647","ENSMUSG00000064647","chr18",75001455,75001519,"+","Gm23301"
"ENSMUSG00000064844","ENSMUSG00000064844","chr18",75001880,75001944,"+","Gm26202"
"ENSMUSG00000118144","ENSMUSG00000118144","chr18",75005178,75005604,"-","Gm50313"
"ENSMUSG00000036299","ENSMUSG00000036299","chr18",75005868,75010152,"+","BC031181"
"ENSMUSG00000035765","ENSMUSG00000035765","chr18",75018781,75286964,"+","Dym"
"ENSMUSG00000102047","ENSMUSG00000102047","chr18",75288655,75297329,"-","2010010A06Rik"
"ENSMUSG00000092569","ENSMUSG00000092569","chr18",75365332,75367088,"-","Gm20544"
"ENSMUSG00000025880","ENSMUSG00000025880","chr18",75367529,75395935,"+","Smad7"
"ENSMUSG00000052928","ENSMUSG00000052928","chr18",75431224,75697554,"-","Ctif"
"ENSMUSG00000097712","ENSMUSG00000097712","chr18",75514645,75522806,"+","Gm10532"
"ENSMUSG00000044646","ENSMUSG00000044646","chr18",75820178,76148564,"+","Zbtb7c"
"ENSMUSG00000024563","ENSMUSG00000024563","chr18",76241580,76310963,"+","Smad2"
"ENSMUSG00000090000","ENSMUSG00000090000","chr18",76930017,76941612,"+","Ier3ip1"
"ENSMUSG00000025421","ENSMUSG00000025421","chr18",76944092,76975307,"+","Hdhd2"
"ENSMUSG00000025420","ENSMUSG00000025420","chr18",76977148,77047308,"-","Katnal2"
"ENSMUSG00000025423","ENSMUSG00000025423","chr18",77065208,77153800,"+","Pias2"
"ENSMUSG00000025425","ENSMUSG00000025425","chr18",77185839,77258771,"+","St8sia5"
"ENSMUSG00000025427","ENSMUSG00000025427","chr18",77456110,77565161,"-","Rnf165"
"ENSMUSG00000047466","ENSMUSG00000047466","chr18",77631497,77714486,"-","8030462N17Rik"
"ENSMUSG00000056682","ENSMUSG00000056682","chr18",77714210,77715449,"+","4930465K10Rik"
"ENSMUSG00000097666","ENSMUSG00000097666","chr18",77729496,77732739,"-","A330094K24Rik"
"ENSMUSG00000041840","ENSMUSG00000041840","chr18",77757567,77773886,"-","Haus1"
"ENSMUSG00000025428","ENSMUSG00000025428","chr18",77773729,77782869,"+","Atp5a1"
"ENSMUSG00000025429","ENSMUSG00000025429","chr18",77789914,77882879,"+","Pstpip2"
"ENSMUSG00000073529","ENSMUSG00000073529","chr18",77793259,77796743,"-","F830208F22Rik"
"ENSMUSG00000039840","ENSMUSG00000039840","chr18",77938465,78035013,"+","Epg5"
"ENSMUSG00000024548","ENSMUSG00000024548","chr18",78750380,79109391,"-","Setbp1"
"ENSMUSG00000117813","ENSMUSG00000117813","chr18",79959006,79959539,"+","Gm5823"
"ENSMUSG00000117949","ENSMUSG00000117949","chr18",80020179,80020431,"+","Gm50180"
"ENSMUSG00000056214","ENSMUSG00000056214","chr18",80046890,80119639,"+","Pard6g"
"ENSMUSG00000053950","ENSMUSG00000053950","chr18",80126311,80151482,"-","Adnp2"
"ENSMUSG00000118061","ENSMUSG00000118061","chr18",80186239,80193569,"+","Rbfaos"
"ENSMUSG00000118244","ENSMUSG00000118244","chr18",80188768,80189070,"-","Gm46629"
"ENSMUSG00000024570","ENSMUSG00000024570","chr18",80192265,80200658,"-","Rbfa"
"ENSMUSG00000024571","ENSMUSG00000024571","chr18",80206765,80212741,"+","Gm16286"
"ENSMUSG00000057130","ENSMUSG00000057130","chr18",80206795,80225855,"+","Txnl4a"
"ENSMUSG00000078963","ENSMUSG00000078963","chr18",80229758,80247102,"-","Hsbp1l1"
"ENSMUSG00000034006","ENSMUSG00000034006","chr18",80253292,80292725,"+","Slc66a2"
"ENSMUSG00000033323","ENSMUSG00000033323","chr18",80407959,80469695,"-","Ctdp1"
"ENSMUSG00000118070","ENSMUSG00000118070","chr18",80468857,80476536,"+","Gm50209"
"ENSMUSG00000024566","ENSMUSG00000024566","chr18",80734141,80934060,"-","Atp9b"
"ENSMUSG00000024565","ENSMUSG00000024565","chr18",80966376,80986771,"-","Sall3"
"ENSMUSG00000041607","ENSMUSG00000041607","chr18",82475146,82585637,"+","Mbp"
"ENSMUSG00000061684","ENSMUSG00000061684","chr18",82523539,82524021,"-","Rpl21-ps8"
"ENSMUSG00000041258","ENSMUSG00000041258","chr18",82593593,82692883,"-","Zfp236"
"ENSMUSG00000097141","ENSMUSG00000097141","chr18",82692284,82694176,"+","Gm10524"
"ENSMUSG00000118085","ENSMUSG00000118085","chr18",82758718,82762401,"+","Gm50356"
"ENSMUSG00000058881","ENSMUSG00000058881","chr18",82910663,83005314,"+","Zfp516"
"ENSMUSG00000117783","ENSMUSG00000117783","chr18",83355585,83368145,"+","Gm31265"
"ENSMUSG00000046982","ENSMUSG00000046982","chr18",84011627,84087706,"-","Tshz1"
"ENSMUSG00000049090","ENSMUSG00000049090","chr18",84088063,84097528,"+","Zadh2"
"ENSMUSG00000048410","ENSMUSG00000048410","chr18",84128027,84589725,"-","Zfp407"
"ENSMUSG00000102951","ENSMUSG00000102951","chr18",84372669,84376146,"-","Gm37216"
"ENSMUSG00000024644","ENSMUSG00000024644","chr18",84667465,84685702,"-","Cndp2"
"ENSMUSG00000117781","ENSMUSG00000117781","chr18",84798558,84836716,"-","Gm17266"
"ENSMUSG00000024646","ENSMUSG00000024646","chr18",84838704,84879871,"+","Cyb5a"
"ENSMUSG00000089744","ENSMUSG00000089744","chr18",84857917,84859586,"-","Gm16146"
"ENSMUSG00000034391","ENSMUSG00000034391","chr18",84934782,84981473,"+","Fbxo15"
"ENSMUSG00000024645","ENSMUSG00000024645","chr18",84946191,84951524,"-","Timm21"
"ENSMUSG00000118241","ENSMUSG00000118241","chr18",85847280,85848729,"-","Gm5824"
"ENSMUSG00000118283","ENSMUSG00000118283","chr18",86242965,86243520,"-","Gm7623"
"ENSMUSG00000024647","ENSMUSG00000024647","chr18",86711110,86718283,"+","Cbln2"
"ENSMUSG00000118171","ENSMUSG00000118171","chr18",87851450,87852040,"-","Gm50390"
"ENSMUSG00000056153","ENSMUSG00000056153","chr18",88665224,88927481,"-","Socs6"
"ENSMUSG00000023066","ENSMUSG00000023066","chr18",88971790,89131016,"+","Rttn"
"ENSMUSG00000091697","ENSMUSG00000091697","chr18",90310868,90312190,"-","Eif3s6-ps2"
"ENSMUSG00000024614","ENSMUSG00000024614","chr18",90510154,90543267,"+","Tmx3"
"ENSMUSG00000110277","ENSMUSG00000110277","chr18",90579777,90592528,"+","Gm45871"
"ENSMUSG00000118052","ENSMUSG00000118052","chr19",3205607,3206258,"+","Gm50432"
"ENSMUSG00000024831","ENSMUSG00000024831","chr19",3259076,3283017,"-","Ighmbp2"
"ENSMUSG00000024829","ENSMUSG00000024829","chr19",3282901,3292837,"+","Mrpl21"
"ENSMUSG00000024900","ENSMUSG00000024900","chr19",3322334,3385733,"+","Cpt1a"
"ENSMUSG00000024905","ENSMUSG00000024905","chr19",3388857,3407823,"+","Tesmin"
"ENSMUSG00000024908","ENSMUSG00000024908","chr19",3454928,3575749,"-","Ppp6r3"
"ENSMUSG00000024913","ENSMUSG00000024913","chr19",3584828,3686564,"-","Lrp5"
"ENSMUSG00000118249","ENSMUSG00000118249","chr19",3689686,3708176,"-","Gm36608"
"ENSMUSG00000035372","ENSMUSG00000035372","chr19",3708293,3717881,"+","1810055G02Rik"
"ENSMUSG00000117739","ENSMUSG00000117739","chr19",3713044,3719573,"-","Gm36787"
"ENSMUSG00000045098","ENSMUSG00000045098","chr19",3767421,3818303,"+","Kmt5b"
"ENSMUSG00000024843","ENSMUSG00000024843","chr19",3851773,3894369,"+","Chka"
"ENSMUSG00000001750","ENSMUSG00000001750","chr19",3896050,3907133,"-","Tcirg1"
"ENSMUSG00000059734","ENSMUSG00000059734","chr19",3908863,3912774,"-","Ndufs8"
"ENSMUSG00000024885","ENSMUSG00000024885","chr19",3913491,3929808,"-","Aldh3b1"
"ENSMUSG00000036908","ENSMUSG00000036908","chr19",3935186,3949340,"+","Unc93b1"
"ENSMUSG00000024866","ENSMUSG00000024866","chr19",3986570,3990007,"+","Acy3"
"ENSMUSG00000118132","ENSMUSG00000118132","chr19",3999548,4000542,"-","4833408A19Rik"
"ENSMUSG00000024869","ENSMUSG00000024869","chr19",4000626,4005816,"+","Gm49405"
"ENSMUSG00000024871","ENSMUSG00000024871","chr19",4003313,4007005,"+","Doc2g"
